Entity,Year,Annual CO2 Emissions
South America,1966,251936270
South America,1967,267277700
South America,1968,287533380
South America,1969,311131040
South America,1970,337687700
South America,1971,346378800
South America,1972,362353600
South America,1973,392424450
South America,1974,416231420
South America,1975,411325100
South America,1976,419089250
South America,1977,434580900
South America,1978,461793820
South America,1979,494202700
South America,1980,508002560
South America,1981,489327420
South America,1982,490539600
South America,1983,485664480
South America,1984,491320500
South America,1985,501639780
South America,1986,529491800
South America,1987,557024960
South America,1988,580028740
South America,1989,579498940
South America,1990,599903700
South America,1991,607538700
South America,1992,619454460
South America,1993,654170560
South America,1994,671660000
South America,1995,701795840
South America,1996,728112500
South America,1997,768431700
South America,1998,821017860
South America,1999,839313000
South America,2000,821225150
South America,2001,832130200
South America,2002,847045000
South America,2003,858202200
South America,2004,867598600
South America,2005,901994300
South America,2006,912942900
South America,2007,940783040
South America,2008,1007550700
South America,2009,991982200
South America,2010,1082467100
South America,2011,1104312700
South America,2012,1144498200
South America,2013,1209994200
South America,2014,1229192000
South America,2015,1193827100
South America,2016,1152787700
South America,2017,1125113000
South America,2018,1064608300
South America,2019,1073178300
South America,2020,981189700
South America,2021,1074998500
United States,1750,0
United States,1751,0
United States,1752,0
United States,1753,0
United States,1754,0
United States,1755,0
United States,1756,0
United States,1757,0
United States,1758,0
United States,1759,0
United States,1760,0
United States,1761,0
United States,1762,0
United States,1763,0
United States,1764,0
United States,1765,0
United States,1766,0
United States,1767,0
United States,1768,0
United States,1769,0
United States,1770,0
United States,1771,0
United States,1772,0
United States,1773,0
United States,1774,0
United States,1775,0
United States,1776,0
United States,1777,0
United States,1778,0
United States,1779,0
United States,1780,0
United States,1781,0
United States,1782,0
United States,1783,0
United States,1784,0
United States,1785,0
United States,1786,0
United States,1787,0
United States,1788,0
United States,1789,0
United States,1790,0
United States,1791,0
United States,1792,0
United States,1793,0
United States,1794,0
United States,1795,0
United States,1796,0
United States,1797,0
United States,1798,0
United States,1799,0
United States,1800,252815.98
United States,1801,267472
United States,1802,289456
United States,1803,296784
United States,1804,333424
United States,1805,340752
United States,1806,333424
United States,1807,377392
United States,1808,392048
United States,1809,403040
United States,1810,417696
United States,1811,447008
United States,1812,483648
United States,1813,520288
United States,1814,560592
United States,1815,600896
United States,1816,663184
United States,1817,718144
United States,1818,780432
United States,1819,762112
United States,1820,791424
United States,1821,828064
United States,1822,864704
United States,1823,901344
United States,1824,1014928
United States,1825,1135840
United States,1826,1315376
United States,1827,1447280
United States,1828,1593840
United States,1829,1795360
United States,1830,2088480
United States,1831,2264352
United States,1832,3022800
United States,1833,3528432
United States,1834,3381872
United States,1835,4316192
United States,1836,4730224
United States,1837,5305472
United States,1838,5030672
United States,1839,5517984
United States,1840,5873392
United States,1841,6214144
United States,1842,6917632
United States,1843,7764016
United States,1844,9306560
United States,1845,11204512
United States,1846,12710416
United States,1847,15070032
United States,1848,16784784
United States,1849,18221072
United States,1850,19792928
United States,1851,24633072
United States,1852,26791168
United States,1853,30162048
United States,1854,33159198
United States,1855,38160560
United States,1856,40036530
United States,1857,41055120
United States,1858,41648690
United States,1859,45320016
United States,1860,47437810
United States,1861,45679090
United States,1862,47448800
United States,1863,54809776
United States,1864,58656976
United States,1865,58821856
United States,1866,59232224
United States,1867,72865970
United States,1868,82352060
United States,1869,93695810
United States,1870,98620220
United States,1871,103020690
United States,1872,126305410
United States,1873,139506800
United States,1874,134296590
United States,1875,135747540
United States,1876,132820010
United States,1877,147175550
United States,1878,143903600
United States,1879,175468960
United States,1880,198684240
United States,1881,210192900
United States,1882,235393950
United States,1883,253882580
United States,1884,267589570
United States,1885,272162270
United States,1886,287463170
United States,1887,307380830
United States,1888,373875100
United States,1889,335542400
United States,1890,401747300
United States,1891,427424580
United States,1892,450449200
United States,1893,454094850
United States,1894,425050370
United States,1895,479948100
United States,1896,480882460
United States,1897,500287140
United States,1898,545321500
United States,1899,625534000
United States,1900,662738400
United States,1901,721527550
United States,1902,764495740
United States,1903,894406900
United States,1904,882057540
United States,1905,986482400
United States,1906,1035471170
United States,1907,1203861500
United States,1908,1052812860
United States,1909,1165706200
United States,1910,1271582100
United States,1911,1258666600
United States,1912,1343565600
United States,1913,1442542100
United States,1914,1317980300
United States,1915,1367697000
United States,1916,1518980700
United States,1917,1670970600
United States,1918,1747718100
United States,1919,1479158800
United States,1920,1738245800
United States,1921,1423668600
United States,1922,1435758300
United States,1923,1896735900
United States,1924,1698320300
United States,1925,1758185500
United States,1926,1906048500
United States,1927,1862839200
United States,1928,1830965000
United States,1929,1963506200
United States,1930,1744916200
United States,1931,1484959100
United States,1932,1257814100
United States,1933,1348876800
United States,1934,1436238600
United States,1935,1492320900
United States,1936,1713411700
United States,1937,1792609900
United States,1938,1515749900
United States,1939,1670920400
United States,1940,1874985100
United States,1941,2043585000
United States,1942,2198264800
United States,1943,2272059100
United States,1944,2444903700
United States,1945,2359551500
United States,1946,2257493800
United States,1947,2485854500
United States,1948,2582558700
United States,1949,2164862200
United States,1950,2541485300
United States,1951,2618711600
United States,1952,2551219500
United States,1953,2612971300
United States,1954,2489462300
United States,1955,2728512000
United States,1956,2859995000
United States,1957,2835772200
United States,1958,2747107600
United States,1959,2831923200
United States,1960,2897315000
United States,1961,2886872800
United States,1962,2993902000
United States,1963,3126487600
United States,1964,3264313600
United States,1965,3399547000
United States,1966,3571421400
United States,1967,3705461000
United States,1968,3840919600
United States,1969,4035145200
United States,1970,4339686000
United States,1971,4365465000
United States,1972,4573015000
United States,1973,4785048600
United States,1974,4621046000
United States,1975,4478226000
United States,1976,4747762000
United States,1977,4889607000
United States,1978,4941361700
United States,1979,5008578600
United States,1980,4808520700
United States,1981,4686369300
United States,1982,4447256000
United States,1983,4429374000
United States,1984,4662141400
United States,1985,4652580000
United States,1986,4663369700
United States,1987,4825650700
United States,1988,5050475500
United States,1989,5132134400
United States,1990,5122496000
United States,1991,5064987000
United States,1992,5175220000
United States,1993,5274363000
United States,1994,5365579000
United States,1995,5427798500
United States,1996,5616430600
United States,1997,5691864600
United States,1998,5737129500
United States,1999,5810331600
United States,2000,6016350700
United States,2001,5911988000
United States,2002,5952699000
United States,2003,6015804400
United States,2004,6117963000
United States,2005,6137603600
United States,2006,6057163300
United States,2007,6135287300
United States,2008,5918868500
United States,2009,5482978000
United States,2010,5681392000
United States,2011,5546629000
United States,2012,5345454000
United States,2013,5480926000
United States,2014,5528871000
United States,2015,5376578000
United States,2016,5251757600
United States,2017,5210957300
United States,2018,5376657400
United States,2019,5259144000
United States,2020,4715691000
United States,2021,5007336000
